Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55576	Talondeep Vest	509999	1	50.9999	50.9999	50.5	19.02	45.74	15.68	0.0238	1.57	0.14	0.0892
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55577	Frayfeather Vest	500000	1	50	50	100	28.87	45.71	14.64	-0.0947	0.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55578	Nazferiti Greaves	1786370	1	178.637	178.637	87.31	53.49	94.4	47.42	-0.0213	1.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55579	Southfury Greaves	0	0	0	0	174	57.37	192.84	44.06	0.0456	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55580	Sundown Greaves	247000	1	24.7	24.7	39	59.88	67.39	57.74	0.0141	2.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55581	Bramblescar Greaves	0	0	0	0	29.9	18.01	9.75	10.31	-0.1121	1.86	0.21	0.1129
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55582	Hiri'watha Greaves	0	0	0	0	37.5	22.55	9.75	8.64	-0.1701	1.79	0.07	0.0391
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55583	Highperch Greaves	9024997	3	902.4997	902.4997	194	440.03	759.4	347	0.1232	3.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55584	Thornsnarl Greaves	570000	2	57	57	40	5.59	52.78	1.37	0.0345	0.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55585	Talondeep Greaves	500000	1	50	50	66	18.99	35.43	10.86	-0.0483	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55587	Nazferiti Gauntlets	1320000	3	132	132	129.36	342.18	158.27	327.29	-0.0501	2.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55588	Southfury Gauntlets	0	0	0	0	350	222.46	453.7	201.57	0.1075	1.29	0.07	0.0543
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55589	Sundown Gauntlets	2199900	3	219.99	219.99	266	373.49	281.04	357.24	-0.0416	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55590	Bramblescar Gauntlets	0	0	0	0	23.9	14.06	13.5	5.68	-0.117	1.5	0.14	0.0933
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55591	Hiri'watha Gauntlets	399999	1	39.9999	39.9999	750	516	291.93	439.25	-0.0542	2	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55592	Highperch Gauntlets	755100	1	75.51	75.51	99	89.93	108.29	90.96	-0.0166	1.43	0.07	0.049
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55593	Thornsnarl Gauntlets	577024	2	57.7024	57.7024	52.58	27.88	63.28	28.28	0.0025	1.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55594	Talondeep Gauntlets	0	0	0	0	33	39.05	107.65	18.58	0.1029	4.14	0.07	0.0169
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55595	Frayfeather Gauntlets	10000000	1	1000	1000	998.5	580.2	1333.33	226.16	0.1347	1.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55596	Nazferiti Helm	851579	2	85.158	85.158	85.16	123.02	43.44	121	-0.0815	2.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55597	Southfury Helm	289000	4	28.9	28.9	42.75	119.85	38.75	102.93	-0.0847	3.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55598	Sundown Helm	0	0	0	0	25.34	68.34	15	40.08	-0.164	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55599	Bramblescar Helm	0	0	0	0	109.65	30.3	118.32	31.03	0.0027	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55600	Hiri'watha Helm	0	0	0	0	35.94	18.31	55.19	16.14	0.0455	2.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55601	Highperch Helm	500000	1	50	50	50	94.56	14.9	64.67	-0.1325	3.29	0.21	0.0638
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55602	Thornsnarl Helm	590000	1	59	59	111.47	61	212	25.47	0.6705	0.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55603	Talondeep Helm	0	0	0	0	67.77	79.93	141.82	73.45	0.0787	2.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55604	Frayfeather Helm	0	0	0	0	66	259.95	192.59	260.19	0.0712	3.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55605	Nazferiti Legguards	190000	4	19	19	33.93	31.16	25.21	26.41	-0.0636	5.43	0.14	0.0258
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55606	Southfury Legguards	517500	2	51.75	51.75	32.78	17.55	46.32	16.75	0.0312	0.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55607	Sundown Legguards	0	0	0	0	96.73	37.92	87.27	35.49	0.0105	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55608	Bramblescar Legguards	1699454	3	169.9454	169.9454	169.95	56.88	185.46	44.65	0.0424	2.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55609	Hiri'watha Legguards	879736	1	87.9737	87.9737	81.2	15.08	74.35	13.63	0.0007	2.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55610	Highperch Legguards	559698	1	55.9698	55.9698	41.5	32.2	103.04	20.8	0.082	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55611	Thornsnarl Legguards	0	0	0	0	35.97	3.03	35.52	2.91	0.0023	4.5	0.07	0.0156
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55612	Talondeep Legguards	989999	2	98.9999	98.9999	87	200.63	11.25	129.08	-0.1686	2.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55613	Frayfeather Legguards	10000000	1	1000	1000	1000	599.69	1212.53	335.13	0.1417	1.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55614	Nazferiti Spaulders	947903	4	94.7903	94.7903	117.3	371.1	473.47	337.73	0.1354	2.21	0.07	0.0317
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55615	Southfury Spaulders	2986135	1	298.6135	298.6135	275.16	23.34	270.5	24.61	-0.0027	0.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55616	Sundown Spaulders	1460000	2	146	146	25.49	73.45	156.9	33.4	0.2814	2.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55617	Bramblescar Spaulders	600000	1	60	60	29.9	25.02	16.99	20.87	-0.0774	3.29	0.14	0.0426
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55618	Hiri'watha Spaulders	0	0	0	0	27.72	21.49	49.24	18.8	0.0446	4.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55619	Highperch Spaulders	0	0	0	0	28.59	20.62	35.06	19.57	-0.0063	3.29	0.14	0.0426
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55620	Thornsnarl Spaulders	0	0	0	0	42.56	55.15	22.04	43.31	-0.0925	1.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55621	Talondeep Spaulders	504538	5	50.4539	50.4539	998	644.96	515.64	478.83	-0.0113	5.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55622	Frayfeather Spaulders	10000000	1	1000	1000	250	375	543.38	344.45	0.065	1.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55623	Nazferiti Belt	1873296	3	187.3296	187.3296	188.83	1.17	186.33	0	-0.0052	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55624	Southfury Belt	0	0	0	0	45	3.87	47	1.46	0.0338	0.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55625	Sundown Belt	1790000	1	179	179	229	134.36	36.75	55.58	-0.1339	1.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55626	Bramblescar Belt	787190	2	78.719	78.719	40	23.71	81.95	11.8	0.1407	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55627	Hiri'watha Belt	210000	2	21	21	108.82	57.81	63.55	51.07	-0.029	4.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55628	Highperch Belt	0	0	0	0	122	11.73	128.38	10.82	0.0012	2	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55629	Thornsnarl Belt	1697500	3	169.75	169.75	33.04	85.14	88.45	81.36	0.0542	3.79	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55630	Talondeep Belt	9990000	2	999	999	997	633.58	96.3	379.19	-0.1171	3.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55631	Frayfeather Belt	0	0	0	0	51	0	65	0	0.0172	0.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55632	Stagalbog Bindings	3000000	1	300	300	999	682.47	282.57	504.78	-0.0652	1.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55633	Mosshide Bindings	745254	2	74.5254	74.5254	74.9	46.58	40.74	34.77	-0.0787	1.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55634	Yojamba Bindings	500000	1	50	50	190	64.48	74.67	34.94	-0.0689	1.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55635	Aboraz Bindings	615000	1	61.5	61.5	66	10.97	77.7	9.61	0.0201	1.79	0.21	0.1173
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55636	Rocktusk Bindings	0	0	0	0	52.01	3.74	35.57	1.45	-0.0416	0.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55637	Dandred Bindings	320000	2	32	32	35	11.26	32.79	10.22	-0.0214	1.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55638	Haldarr Bindings	626810	1	62.681	62.681	49.02	20.09	34.04	19.36	-0.0379	1.86	0.14	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55639	Ravenholdt Bindings	664996	1	66.4996	66.4996	66.5	622.36	427.83	521.83	-0.0001	1.57	0.07	0.0446
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55640	Nighthaven Bindings	9980000	2	998	998	122	508.04	415.28	544.18	0.1137	0.43	0.07	0.1628
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55641	Stagalbog Jerkin	1219999	3	121.9999	121.9999	121.14	89.01	89.81	53.07	-0.0822	3.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55642	Mosshide Jerkin	999998	4	99.9998	99.9998	500	404.56	25.68	299.5	-0.1461	3.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55643	Yojamba Jerkin	956999	2	95.6999	95.6999	75.02	31.15	90.51	26.95	0.0478	1.93	0.07	0.0363
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55644	Aboraz Jerkin	0	0	0	0	200.99	164.49	267.99	0	0.1801	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55645	Rocktusk Jerkin	350000	1	35	35	51.26	46.6	116.39	33.96	0.0746	1.5	0.07	0.0467
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55646	Dandred Jerkin	9999997	3	999.9997	999.9997	999	645.17	715.16	503.22	0.0272	3.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55647	Haldarr Jerkin	826124	2	82.6124	82.6124	37.91	27.82	42.07	27.79	-0.0178	1.43	0.21	0.1469
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55648	Ravenholdt Jerkin	0	0	0	0	50	10	29.06	2.19	-0.0408	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55649	Nighthaven Jerkin	659999	2	65.9999	65.9999	533	571.96	49.5	381.3	-0.1549	0.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55651	Mosshide Boots	0	0	0	0	137.93	51.44	30.39	30.02	-0.0956	0.79	0.14	0.1772
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55652	Yojamba Boots	479900	1	47.99	47.99	50.69	2.7	47.09	0	-0.0168	0.21	0.14	0.6667
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55653	Aboraz Boots	903105	2	90.3105	90.3105	86.88	4.71	91.23	3.34	0.0225	0.64	0.07	0.1094
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55654	Rocktusk Boots	10000000	1	1000	1000	51	19.42	23.16	14.42	-0.0737	1.86	0.21	0.1129
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55655	Dandred Boots	663296	3	66.3296	66.3296	151.07	574.52	568.52	487.63	0.0312	2.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55656	Haldarr Boots	0	0	0	0	41.36	38.63	75	36.55	0.1122	1.21	0.21	0.1736
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55657	Ravenholdt Boots	2954125	3	295.4125	295.4125	295.41	0	295.41	0	0	2.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55658	Nighthaven Boots	599999	1	59.9999	59.9999	60	13.06	62.1	1.02	0.0277	0.29	0.07	0.2414
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55659	Stagalbog Gloves	110000	1	11	11	250	126.19	135.58	104.55	-0.039	1.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55660	Mosshide Gloves	0	0	0	0	140	95.53	17.25	37	-0.147	0.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55661	Yojamba Gloves	880802	1	88.0802	88.0802	198.17	77.27	162.42	74.43	-0.0035	0.79	0.07	0.0886
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55662	Aboraz Gloves	834719	2	83.472	83.472	82.09	135.61	15	81.08	-0.1484	1.14	0.21	0.1842
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55663	Rocktusk Gloves	624704	1	62.4704	62.4704	0	0	0	0	0	0	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55664	Dandred Gloves	864889	1	86.4889	86.4889	40	498.91	178.11	429.11	-0.057	2.71	0.36	0.1328
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55665	Haldarr Gloves	0	0	0	0	45.35	29.21	27.66	28.4	-0.0582	2.93	0.21	0.0717
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55666	Ravenholdt Gloves	430000	1	43	43	41.9	44.63	52.53	40.79	-0.0203	2.71	0.07	0.0258
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55667	Nighthaven Gloves	0	0	0	0	89	0	89	0	0	0.14	0.07	0.5
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55668	Stagalbog Hood	0	0	0	0	84.5	77.71	189.45	50.28	0.2407	0.93	0.07	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55669	Mosshide Hood	9979898	3	997.9898	997.9898	190	504.34	874.21	364.47	0.1135	3.21	0.07	0.0218
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55670	Yojamba Hood	489360	2	48.936	48.936	159	92.93	38.74	74.16	-0.0965	4.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55671	Aboraz Hood	450000	1	45	45	612.7	333.27	97.31	203.83	-0.1151	1.36	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55672	Rocktusk Hood	0	0	0	0	99	1858.46	72.01	1791.44	-0.1602	0.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55673	Dandred Hood	990000	1	99	99	99	41.93	55.33	37.11	-0.0635	1.07	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55674	Haldarr Hood	640695	1	64.0695	64.0695	64.07	19.22	44.58	15.87	-0.0235	3.14	0.14	0.0446
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55675	Ravenholdt Hood	0	0	0	0	94.85	47.4	87.87	36.01	0.0458	0.71	0.14	0.1972
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55676	Nighthaven Hood	0	0	0	0	60.5	31.26	75.86	5.62	0.1455	0.71	0.07	0.0986
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55677	Stagalbog Britches	2179996	3	217.9997	217.9997	238.48	82.19	303.4	78.67	0.0288	4.71	0.07	0.0149
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55678	Mosshide Britches	0	0	0	0	140	78.98	157.3	80.05	-0.0036	1.43	0.07	0.049
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55679	Yojamba Britches	736100	2	73.61	73.61	81.36	39.25	22.5	11.95	-0.1126	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55680	Aboraz Britches	14210269	2	1421.0269	1421.0269	1000	371.99	1152.61	311.82	0.048	1.79	0.07	0.0391
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55681	Rocktusk Britches	725300	1	72.53	72.53	40	17.1	32.86	14.93	-0.0382	1.86	0.07	0.0376
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55682	Dandred Britches	0	0	0	0	39.9	25.42	13.5	14.66	-0.1206	2	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55683	Haldarr Britches	9990000	1	999	999	84.9	528.96	984.01	296.22	0.2668	2	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55684	Ravenholdt Britches	530944	1	53.0944	53.0944	84.84	27.2	86.35	23.94	0.028	2.21	0.14	0.0633
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55686	Stagalbog Shoulders	0	0	0	0	184.53	33.82	172.41	32.5	-0.013	1.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55687	Mosshide Shoulders	1399994	2	139.9994	139.9994	140	264.46	229.57	263.68	0.0106	3.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55688	Yojamba Shoulders	999998	2	99.9998	99.9998	100	96.49	62.53	78.52	-0.0767	2.29	0.14	0.0611
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55689	Aboraz Shoulders	660000	1	66	66	66	11.01	73.62	6.58	0.0303	2.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55690	Rocktusk Shoulders	314603	2	31.4603	31.4603	175	205.96	21.52	79.47	-0.1653	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55691	Dandred Shoulders	0	0	0	0	40	1.35	39.47	1.25	-0.0029	2.64	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55692	Haldarr Shoulders	199998	3	19.9998	19.9998	150	341.59	264.37	343.79	0.0183	4	0.14	0.035
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55693	Ravenholdt Shoulders	5861798	1	586.1798	586.1798	92.64	331.53	584.62	206.99	0.1383	1	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55694	Nighthaven Shoulders	500000	2	50	50	200	88.89	157.74	89.59	-0.0191	1.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55695	Stagalbog Waistband	9999996	2	999.9996	999.9996	1000	437.37	1227.95	134.09	0.1222	0.79	0.07	0.0886
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55696	Mosshide Waistband	0	0	0	0	143.69	0	143.69	0	0	0.14	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55697	Yojamba Waistband	818870	3	81.887	81.887	106.35	368.92	283.05	359.89	0.0332	3.57	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55698	Aboraz Waistband	9990000	2	999	999	999	550.86	1234.31	129.93	0.1326	0.93	0.07	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55699	Rocktusk Waistband	990000	1	99	99	98.76	38.26	154.77	21.56	0.1067	1.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55700	Dandred Waistband	500000	1	50	50	35.22	15.09	33.86	14.65	0.0167	1.07	0.07	0.0654
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55701	Haldarr Waistband	382999	3	38.2999	38.2999	39.54	31.26	67.25	28.29	0.0366	2.07	0.14	0.0676
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55702	Ravenholdt Waistband	1407781	2	140.7781	140.7781	123.53	484.59	564.93	425.99	0.1043	1.57	0.14	0.0892
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55703	Nighthaven Waistband	1220000	1	122	122	100	0	100	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55704	Ameth'Aran Wristwraps	0	0	0	0	140	0	140	0	0	0.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55705	Mistmantle Wristwraps	639575	2	63.9575	63.9575	1000	596.39	1051.01	441.74	0.0771	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55706	Baradin Wristwraps	310000	4	31	31	20	11.28	33.68	8.68	0.0382	5.57	0.07	0.0126
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55707	Darrowmere Wristwraps	0	0	0	0	51	27.89	68	8.33	0.1982	0.43	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55708	Brightwood Wristwraps	0	0	0	0	34.9	20.83	36.88	21.56	0.0144	3	0.36	0.12
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55709	Everstill Wristwraps	198702	3	19.8702	19.8702	34.9	67.91	73.58	66.23	0.0422	3.14	0.14	0.0446
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55710	Mystral Wristwraps	0	0	0	0	40	14.62	17.87	7.26	-0.0779	3	0.14	0.0467
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55711	Bluefen Wristwraps	500000	1	50	50	62	30.31	75.8	25.05	0.0631	1.71	0.07	0.0409
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55712	Galardell Wristwraps	0	0	0	0	779.33	842.32	1364.45	827.49	0.0873	0.79	0.07	0.0886
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55713	Ameth'Aran Robe	210000	2	21	21	137	61.09	127.26	54.52	0.0229	2.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55714	Mistmantle Robe	2773695	1	277.3695	277.3695	233.14	87.64	161.44	78.29	-0.032	1.29	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55715	Baradin Robe	891000	3	89.1	89.1	13	329.6	9.75	286.71	-0.1771	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55716	Darrowmere Robe	300000	2	30	30	79	73.24	48.84	70.57	-0.0657	1.93	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55717	Brightwood Robe	400000	1	40	40	78.32	39.49	82.09	38.77	0.0341	1.21	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55718	Everstill Robe	9989998	2	998.9998	998.9998	67.02	464.9	100.29	400.71	-0.0921	3	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55719	Mystral Robe	0	0	0	0	98.9	36.79	35.95	20.95	-0.0719	1.86	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55720	Bluefen Robe	0	0	0	0	38.22	6.32	34.59	5.54	-0.0014	3.5	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55722	Ameth'Aran Sandals	999999	1	99.9999	99.9999	143.57	544.35	594.12	468.95	0.0587	1.71	0	0
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55723	Mistmantle Sandals	1300000	5	130	130	137.81	431.13	79.99	181.96	-0.1525	2.93	0.07	0.0239
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55724	Baradin Sandals	339200	1	33.92	33.92	50.69	39.23	59.46	40.64	0.0079	1.64	0.07	0.0427
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55725	Darrowmere Sandals	0	0	0	0	29.12	20.15	10.5	13.83	-0.1071	1.86	0.14	0.0753
EU - Silvermoon / Alliance	12/17/2014 10:49:19	12/17/2014	N/A	55726	Brightwood Sandals	0	0	0	0	40	24.49	80	3.31	0.0952	0.36	0	0
